Statement,Label,cleaned_text
"A violent felon can buy (a gun) over the Internet with no background check, no questions asked.",True,violent felon buy gun internet background check question ask
Says Mexico can afford to build a wall because the countrys trade deficit with America is billions of dollars.,False,say mexico afford build wall countri trade deficit america billion dollar
"The United States accounted for 26 percent of worldwide military spending during the Cold War, but now accounts for 41 percent.",True,unit state account percent worldwid militari spend cold war account percent
"Mathematically, the White Sox can still get in the playoffs.",True,mathemat white sox still get playoff
Congress secured special Obamacare rules to prevent their healthcare costs from rising.,True,congress secur special obamacar rule prevent healthcar cost rise
"Since Rick Perry became governor, poverty rates in Texas increased from 15.1% to 17.5% which is higher than the national average.",True,sinc rick perri becam governor poverti rate texa increas higher nation averag
"Since the time of the Civil War, weve made a distinction in this country between the availability and the ability to access for people who were in the military, versus the rest of us, to vote.",True,sinc time civil war weve made distinct countri avail abil access peopl militari versu rest us vote
Says his campaign has released his past tax returns.,False,say campaign releas past tax return
"As a result of Chris Sununus vote against a Planned Parenthood contract, nearly 3,000 fewer women and families statewide accessed health care for birth control, cancer screenings and annual exams.",False,result chri sununu vote plan parenthood contract nearli fewer women famili statewid access health care birth control cancer screen annual exam
Says a majority of Americans -- and Republicans -- support his approach for deficit reduction.,True,say major american republican support approach deficit reduct
The media widely overlooked comments made by former President Bill Clinton that Hillary Clinton had a terrible concussion that took six months to recover from.,False,media wide overlook comment made former presid bill clinton hillari clinton terribl concuss took six month recov
Says she voted against the Medicare Part D prescription drug program because it was unfunded.,False,say vote medicar part prescript drug program unfund
"I just talked about guns. I told you what my position was, and what I did as governor, the fact that I received the endorsement of the NRA.",False,talk gun told posit governor fact receiv endors nra
U.S. Sen. Bill Nelson was the deciding vote for the health care law.,False,us sen bill nelson decid vote health care law
"Says Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators.",False,say morgan carrol oppos requir convict sex offend regist onlin profil make harder track onlin sex offend child predat
